Data,Otwarcie,Najwyższy,Najniższy,Zamknięcie,Wolumen
2010-06-23,115.2,115.2,115,115,926,3500000
2010-06-24,115,115,115,115,265,3500000
2010-06-25,115,115,115,115,105,3500000
2010-06-28,115,115.6,115,115.6,310,3500000
2010-06-29,115.6,115.6,115.1,115.1,122,3500000
2010-06-30,115,115.2,112,115.2,1586,3500000
2010-07-01,114,114,112,112,45,3500000
2010-07-05,112.63,112.63,112.55,112.55,210,3500000
2010-07-07,114.88,114.9,112.82,114.9,175,3500000
2010-07-08,113,113,113,113,502,3500000
2010-07-09,113.5,114.88,113.5,114.88,25,3500000
2010-07-12,114.89,114.95,114.89,114.95,61,3500000
2010-07-13,114.95,114.98,114.5,114.98,86,3500000
2010-07-14,114,114,113.4,113.4,174,3500000
2010-07-15,113.45,113.45,113.4,113.4,12,3500000
2010-07-16,113.4,113.4,113.4,113.4,13,3500000
2010-07-19,113.4,113.4,112.66,113,144,3500000
2010-07-21,114,114,114,114,37,3500000
2010-07-22,114,114,113.13,114,300,3500000
2010-07-23,114,114,112.9,112.9,602,3500000
2010-07-27,113.05,113.05,113,113,174,3500000
2010-07-28,113.99,113.99,113,113,154,3500000
2010-07-29,113.02,113.5,113,113.01,422,3500000
2010-07-30,113.9,113.9,113.2,113.5,176,3500000
2010-08-02,113.12,113.95,108.51,113.55,704,3500000
2010-08-03,112.2,112.2,110.65,110.65,200,3500000
2010-08-04,111.14,112,111.14,112,300,3500000
2010-08-05,111.02,111.9,109.16,111.9,554,3500000
2010-08-06,112,112,110.8,110.8,19,3500000
2010-08-09,110.8,112,110.8,112,124,3500000
2010-08-10,111,111,111,111,20,3500000
2010-08-11,111.01,112,111.01,111.01,123,3500000
2010-08-12,110,110,110,110,1405,3500000
2010-08-16,111.01,111.01,111,111,92,3500000
2010-08-18,111,111,111,111,45,3500000
2010-08-19,111,111,111,111,32,3500000
2010-08-20,110.5,110.5,110.12,110.12,70,3500000
2010-08-23,110.1,111.48,110.1,111.29,235,3500000
2010-08-24,110.22,111,110.22,111,59,3500000
2010-08-25,111,111.35,111,111.19,298,3500000
2010-08-26,110.51,110.51,110.5,110.5,90,3500000
2010-08-27,110.5,111.19,110,111.19,217,3500000
2010-08-30,109.92,110,109.91,110,681,3500000
2010-08-31,109.92,110,108,108.03,386,3500000
2010-09-01,108.5,110,108.1,109,201,3500000
2010-09-02,109,109,109,109,19,3500000
2010-09-03,109,109,108.11,108.11,63,3500000
2010-09-06,108.2,108.21,108.12,108.12,140,3500000
2010-09-07,108.13,108.5,108,108,518,3500000
2010-09-08,108,109.94,108,109.94,495,3500000
2010-09-09,109,109,108,108,388,3500000
2010-09-13,108.02,108.55,107.1,107.1,453,3500000
2010-09-14,108,108,107,107,352,3500000
2010-09-16,108,108,107.2,107.5,75,3500000
2010-09-17,108.6,108.69,108,108,70,3500000
2010-09-20,108,108.99,108,108.18,171,3500000
2010-09-21,107.5,108.5,107.14,108.5,255,3500000
2010-09-23,108.8,108.8,108.1,108.1,55,3500000
2010-09-27,107.54,107.54,107.54,107.54,110,3500000
2010-09-28,107.53,108,107.51,107.51,139,3500000
2010-09-29,107.51,107.51,107.51,107.51,50,3500000
2010-10-01,107.21,107.26,107.12,107.12,1560,3500000
2010-10-04,106.5,107.4,106.5,107.4,675,3500000
2010-10-05,107.02,107.95,107.02,107.95,19,3500000
2010-10-06,107.5,107.5,106.75,107,517,3500000
2010-10-07,107,107.77,107,107,225,3500000
2010-10-08,107,107,107,107,50,3500000
2010-10-11,107.79,107.8,107,107,285,3500000
2010-10-12,107,107,106.61,106.75,268,3500000
2010-10-13,106.53,107.21,106.53,107,324,3500000
2010-10-15,107.21,107.7,105,107.7,804,3500000
2010-10-18,107,107,107,107,20,3500000
2010-10-19,107.5,107.5,107.5,107.5,92,3500000
2010-10-20,107,107,106.21,106.21,135,3500000
2010-10-21,106.25,106.25,106.2,106.2,220,3500000
2010-10-25,107,107,106.2,106.2,350,3500000
2010-10-26,106.2,106.2,106,106.1,220,3500000
2010-10-27,106.5,106.5,106,106,165,3500000
2010-10-28,106.11,106.11,106,106,312,3500000
2010-10-29,106.9,107.5,105.61,105.61,722,3500000
2010-11-02,107.49,107.5,107.48,107.5,140,3500000
2010-11-03,105.7,106.38,103.26,105,467,3500000
2010-11-04,104.51,105.99,104,105.99,494,3500000
2010-11-05,104.6,104.6,104.01,104.01,117,3500000
2010-11-08,103.61,104.99,103.61,104,205,3500000
2010-11-09,104.8,105,104,105,380,3500000
2010-11-10,105,105,105,105,320,3500000
2010-11-12,105.01,105.79,105,105.78,407,3500000
2010-11-15,105.78,105.78,105.78,105.78,11,3500000
2010-11-16,105.78,105.78,103.5,103.55,777,3500000
2010-11-17,103.8,104,103.01,103.04,747,3500000
2010-11-18,103,103.5,101,103.5,1289,3500000
2010-11-22,103,103.4,100,103.4,1325,3500000
2010-11-23,101.51,101.51,101.5,101.5,405,3500000
2010-11-24,101.52,101.52,101.52,101.52,80,3500000
2010-11-25,101.68,101.7,101.5,101.5,210,3500000
2010-11-26,101.52,102.99,101.52,102.99,1258,3500000
2010-11-29,101.62,104,101.61,104,557,3500000
2010-11-30,103.99,104.5,103.99,104.5,250,3500000
2010-12-01,101.75,104,101.5,102,2627,3500000
2010-12-02,102.01,102.01,102,102,195
2010-12-06,102,102,101.3,101.3,928
2010-12-07,101.5,102,101.5,102,444
2010-12-08,103,103,103,103,15
2010-12-09,102,102,102,102,40
2010-12-13,102.1,102.1,102.1,102.1,200
2010-12-15,102,102,101.9,101.9,343
2010-12-16,101.9,101.9,101.6,101.6,597
2010-12-17,101.7,101.7,101.7,101.7,20
2010-12-20,101.62,101.62,101.5,101.51,186
2010-12-21,102.99,103,102.99,102.99,99
2010-12-22,101.52,103,101.52,103,51
2010-12-23,102,102.96,101.5,102.96,244
2010-12-27,101.51,101.8,101.51,101.8,11
2010-12-28,101.52,102,101.1,101.21,890
2010-12-29,103,105,103,105,437
2010-12-30,104.5,108.78,102.05,108.78,1536
2010-12-31,108.8,109.69,108.29,109.6,1500
2011-01-03,109,110,109,110,200
2011-01-04,108.99,109,108.99,109,400
2011-01-05,107.1,107.1,107.1,107.1,10
2011-01-07,105.5,105.5,104,104,300
2011-01-10,104.01,104.01,103,103,150
2011-01-11,102.5,102.5,102.01,102.01,30
2011-01-12,102.8,102.8,102.04,102.2,165
2011-01-13,102.41,102.41,102.18,102.18,50
2011-01-14,102.22,103,102.2,102.7,183
2011-01-17,102.41,104.99,102.41,104.99,520
2011-01-18,104,104,102.05,104,393
