2010-12-13;123,5;1356820094;UNCJA SREBRA 999-AUSTRALIA 1 $ 1992-MENNICZA-LUX14
2010-12-13;116,91;1356820106;UNCJA SREBRA 999-AUSTRALIA 5 $ 1991-MENNICZA-LUX15
2010-12-13;123,5;1356820114;UNCJA SREBRA 999-AUSTRALIA 1 $ 1999-MENNICZA-LUX16
2010-12-13;121,1;1356820147;UNCJA SREBRA 999 - CHINY PANDA 2007-MENNICZA-LUX17
2010-12-13;142,5;1356820385;UNCJA SREBRA 999 - 2 POUNDS 2007-MENNICZA-LUX18
2010-12-13;117,51;1356820412;UNCJA SREBRA 999 - 2 POUNDS 2007-MENNICZA-LUX19
2010-12-13;118,51;1356820439;UNCJA SREBRA 999 - KANADA 5 $ 2004-MENNICZA-LUX20
2010-12-13;113,5;1356820462;UNCJA SREBRA 999 - USA 1 $ 2006 - MENNICZA-LUX21
2010-12-13;115,5;1356820480;UNCJA SREBRA 999 - USA 1 $ 1993 - MENNICZA-LUX22
2010-12-13;115;1356820513;UNCJA SREBRA 999 - USA 1 $ 2010 - MENNICZA-LUX23
2010-12-14;101;1364159297;UNCJA SREBRA MONETA USA - 1$ 2008 LIBERTY
2010-12-14;111;1362220030;Kookaburra 2008 r. 1 uncja srebra
2010-12-15;98,58;1366318312;LIBERTY 1 dolar 1988 USA (uncja srebra)
2010-12-16;108;1361020974;AUSTRALIA 2009 KOALA 1 UNCJA SREBRA 999
2010-12-16;133;1361438371;Chiny, 10 Yuan 2004, Ag 0,999 1 oz., Panda
2010-12-16;115,5;1361438410;Chiny, 10 Yuan 2005, Ag 0,999 1 oz., Panda
2010-12-16;113,5;1361438482;Chiny, 10 Yuan 2008, Ag 0,999 1 oz., Panda
2010-12-16;227,5;1361438545;Chiny, 10 Yuan 2008, Ag 999 1 oz. Panda, Au plated
2010-12-16;137,5;1361438653;Australia, 1 Dolar 2007, Ag 999, 1 oz, Koala
2010-12-16;148,17;1361438703;Australia, 1 Dolar 2002, Ag 999, 1 oz, Kookaburra
2010-12-16;147,5;1361438728;Australia, 1 Dolar 2003, Ag 999, 1 oz, Kookaburra
2010-12-16;142,5;1361438769;Australia, 1 Dolar 2004, Ag 999, 1 oz, Kookaburra
2010-12-16;147,5;1361438825;Australia, 1 Dolar 2005, Ag 999, 1 oz, Kookaburra
2010-12-16;132,5;1361438860;Australia, 1 Dolar 2006, Ag 999, 1 oz, Kookaburra
2010-12-16;122,5;1361438895;Australia, 1 Dolar 2008, Ag 999, 1 oz, Kookaburra
